Id,Name,Status,Sector,Type,Phase,Specialization,ExamNo,Province,District_Municipality,Local_Municipality,Postal_Code
100000656,Hout Bay Primary School,Operational,Public,Ordinary School,Primary School,Nan,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7806
100000657,Delft High School,Operational,Public,Ordinary School,Secondary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7101
100000659,Christen Akademie,Operational,Independent,Ordinary School,Combined School,Nan,0,Wc,Central Karoo,Prince Albert Local Municipality,6930
100000660,Hout Bay Montessori School,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7806
100000661,Tabatha Primary School,Operational,Public,Ordinary School,Primary School,Nan,0,Wc,Eden,George Local Municipality,6530
100000662,Better Beginnings College,Operational,Independent,Ordinary School,Primary School,Nan,0,Wc,West Coast,Swartland Local Municipality,7299
100000663,Peterbridge College Fish Hoek,Operational,Independent,Ordinary School,Combined School,Nan,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7975
100000664,Little Greenies Preparatory,Operational,Independent,Ordinary School,Primary School,Nan,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7764
100000665,Kings And Queens,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7441
100000666,Boost Academy Cape Town,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,8001
100000667,Mitchell S Plain High School,Operational,Public,Ordinary School,Secondary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7785
100000669,Generation Schools Imhoff,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7975
100000670,Eendekuil Laerskool,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,West Coast,Bergrivier,7335
100000671,Grassroots Preparatory,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7708
100000675,Caleo Learning Centre,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,Overberg,Swellendam,6720
100000676,Rallim Preparatory,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7441
100000677,Divine Heritage Christian College,Operational,Independent,Ordinary School,Secondary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7490
100000678,Apex Primary School,Operational,Public,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7100
100000679,Best College,Operational,Independent,Ordinary School,Secondary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7925
100000682,Gordon S Bay College,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7140
100000683,Kec Primary School,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,Garden Route,Knysna,6570
100000684,Savvy College,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7764
100000685,Pebbles Academy,Operational,Independent,Ordinary School,Intermediate School,Unknown,99,Wc,Overberg,Theewaterskloof,7230
100000687,Eden Shine Christian School,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,Central Karoo,George,6534
100000688,Voetspoortjies Kinder Akademie,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,West Coast,Swartland,7320
100000689,Otter S Creek Junior School,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7780
100000691,Montessori Home Independent School,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,Cape Winelands,Drakenstein,7620
100000692,Capriccio Arts Powered Preparatory,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7441
100000693,Sunridge Circle Primary School,Operational,Public,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7441
100000694,Washington Drive Primary School,Operational,Public,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7785
100000695,Curro Foreshore,Operational,Independent,Ordinary School,Secondary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,8001
100000696,Kids Academy Ssw K Academy Learning Centre,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7196
100000697,Curro George,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,Garden Route,George,6529
100000699,New Haven Academy,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7140
100000700,Lamberts Bay High School,Operational,Public,Ordinary School,Secondary School,Unknown,99,Wc,West Coast,Cederberg,8130
100000701,Delft North Primary,Operational,Public,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7102
100000702,Witsand Primary School,Operational,Public,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7706
100000703,Fisantekraal Primary School,Operational,Public,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7550
100000704,Curro Burgundy,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7441
100000705,Curro Delft,Operational,Independent,Ordinary School,Secondary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7102
100000720,De Doorns Primary School,Operational,Public,Ordinary School,Primary School,Unknown,99,Wc,Cape Winelands,Breede Valley,6875
101320188,Bellville Suid Prim Re Skool,Operational,Public,Ordinary School,Primary School,Ordinary School,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7530
101320218,Goeie Hoop Prim Re Skool,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7530
101320234,Lawrencia Prim Re Skool,Operational,Public,Ordinary School,Intermediate School,Ordinary School,0,Wc,Cape Winelands,Stellenbosch Local Municipality,
101320382,Nebo Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7493
101320528,Webnerstraat Prim Re Skool,Operational,Public,Ordinary School,Primary School,Maths Science And Technology,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,
101320544,Kasselsvlei Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7530
101320579,Pinedene Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,
101320714,Vorentoe Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,
101320749,Alpha Prim Re Skool,Operational,Public,Ordinary School,Intermediate School,Ordinary School,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,
101320900,Parkdene Primary School Bellville,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7570
101320986,Cavalleria Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7570
101321265,Winsley Prim Re Skool,Operational,Public,Ordinary School,Primary School,Ordinary School,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,
101321389,Erica Primary School,Operational,Public,Ordinary School,Primary School,Dance,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7493
101321397,Belhar Primary School,Operational,Public,Ordinary School,Primary School,Dance,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7493
101321508,Gardenia Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,
101321524,Eikendal Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,
101321605,Belvue Primary School,Operational,Public,Ordinary School,Primary School,Dance,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,
101321729,Symphony Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7493
101321761,Accordionstraat Primary School,Operational,Public,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7493
101321788,Watsonia Primary School,Operational,Public,Ordinary School,Primary School,Ordinary School,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7570
100000722,Peak Academy,Operational,Independent,Ordinary School,Secondary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7975
100000724,The Oaks Academy,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7560
100000725,Edusmart Academy,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7140
100000726,Oakview Academy,Operational,Independent,Ordinary School,Primary School,Unknown,99,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7441
100000727,Green School South Africa,Operational,Independent,Ordinary School,Combined School,Unknown,99,Wc,Cape Winelands,Stellenbosch,7600
101000829,Gereformeerde Laerskool,Operational,Independent,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7530
101000830,Holy Cross Sisters School B,Operational,Independent,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7530
101000831,El Shaddai Christian School,Operational,Independent,Ordinary School,Combined School,Ordinary School,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7550
101006063,Belhar Islamic Primary School,Operational,Independent,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7490
101007175,Hebron Christenskool,Operational,Independent,Ordinary School,Primary School,Primary Subjects,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7530
101007208,Boston Private School,Operational,Independent,Ordinary School,Combined School,Ordinary School,1002242,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7532
101007210,Curro Durbanville,Operational,Independent,Ordinary School,Combined School,Ordinary School,0,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7550
101007216,Iqra Academy,Operational,Independent,Ordinary School,Secondary School,Ordinary School,1002248,Wc,City Of Cape Town Metropolitan Municipality,City Of Cape Town Metropolitan Municipality,7493
